opcode_hex,signed_opcode,handler,handler_code_off,branch_read_sequence,handler_direct_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000
0xe330,-7376,La0/a;->Y1(Ljava/lang/String;)V,0xe5988,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0042:readLong(Ljava/lang/String;)J || 004e:readByte(Ljava/lang/String;)B || 0080:readLong(Ljava/lang/String;)J || 0090:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00b0:readShort(Ljava/lang/String;)S || 00c2:readByte(Ljava/lang/String;)B || 00d0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00d8:readLong(Ljava/lang/String;)J || 00e0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00e6:readByte(Ljava/lang/String;)B || 015a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0166:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7330,0x6330
0xe331,-7375,La0/a;->e2(Ljava/lang/String;)V,0xe64d4,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readLong(Ljava/lang/String;)J || 0030:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0036:readLong(Ljava/lang/String;)J,0x7331,0x6331
0xe332,-7374,La0/a;->c2(Ljava/lang/String;)V,0xe5e04,,0010:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0020:readLong(Ljava/lang/String;)J || 0034:readByte(Ljava/lang/String;)B || 003c:readLong(Ljava/lang/String;)J || 0044:readLong(Ljava/lang/String;)J || 004c:readLong(Ljava/lang/String;)J || 0054:readLong(Ljava/lang/String;)J || 0078:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0080:readLong(Ljava/lang/String;)J || 011c:readInt(Ljava/lang/String;)I || 0128:readByte(Ljava/lang/String;)B || 017e:readInt(Ljava/lang/String;)I || 0192:readByte(Ljava/lang/String;)B || 01d0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01d8:readByte(Ljava/lang/String;)B || 021e:readShort(Ljava/lang/String;)S || 0226:readInt(Ljava/lang/String;)I || 026a:readByte(Ljava/lang/String;)B || 027e:readByte(Ljava/lang/String;)B || 030a:readShort(Ljava/lang/String;)S || 03f8:readInt(Ljava/lang/String;)I || 040c:readByte(Ljava/lang/String;)B || 0422:readByte(Ljava/lang/String;)B || 0438:readByte(Ljava/lang/String;)B || 044c:readByte(Ljava/lang/String;)B || 0460:readByte(Ljava/lang/String;)B || 0474:readByte(Ljava/lang/String;)B || 0488:readByte(Ljava/lang/String;)B || 049c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 04b0:readByte(Ljava/lang/String;)B || 04c4:readByte(Ljava/lang/String;)B || 04d8:readLong(Ljava/lang/String;)J || 04ec:readLong(Ljava/lang/String;)J || 04f8:readByte(Ljava/lang/String;)B || 0546:readShort(Ljava/lang/String;)S || 0578:readInt(Ljava/lang/String;)I,0x7332,0x6332 ReqChallengeTaskAward@a0/a->J1
0xe340,-7360,La0/a;->E(Ljava/lang/String;)V,0xd2108,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7340,0x6340
0xe341,-7359,La0/a;->D(Ljava/lang/String;)V,0xd20c0,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7341,0x6341
0xe342,-7358,La0/a;->C(Ljava/lang/String;)V,0xd2018,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 0046:readInt(Ljava/lang/String;)I || 004e:readByte(Ljava/lang/String;)B || 005c:readLong(Ljava/lang/String;)J || 0064:readByte(Ljava/lang/String;)B,0x7342,0x6342 Req_libutaskDispatch@a0/a->F
0xe343,-7357,La0/a;->B(Ljava/lang/String;)V,0xd1f64,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 003c:readByte(Ljava/lang/String;)B || 004c:readLong(Ljava/lang/String;)J || 0096:readInt(Ljava/lang/String;)I,0x7343,0x6343 Req_libutaskAward@a0/a->F
0xe350,-7344,Lo/a;->l7(Ljava/lang/String;)V,0x245590,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7350,0x6350
0xe351,-7343,Lo/a;->K7(Ljava/lang/String;)V,0x2496a4,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0032:readLong(Ljava/lang/String;)J,0x7351,0x6351 REQ_BINGBU_REFRESH@o/a->V6
0xe360,-7328,Lo/a;->t7(Ljava/lang/String;)V,0x247f5c,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 0038:readInt(Ljava/lang/String;)I || 0044:readInt(Ljava/lang/String;)I || 0050:readByte(Ljava/lang/String;)B || 00a0:readByte(Ljava/lang/String;)B || 011e:readByte(Ljava/lang/String;)B || 012e:readByte(Ljava/lang/String;)B || 013e:readLong(Ljava/lang/String;)J || 014e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 015e:readByte(Ljava/lang/String;)B || 016e:readInt(Ljava/lang/String;)I || 01b0:readInt(Ljava/lang/String;)I,0x7360,0x6360
0xe361,-7327,Lo/a;->u7(Ljava/lang/String;)V,0x248154,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0032:readLong(Ljava/lang/String;)J || 003e:readInt(Ljava/lang/String;)I,0x7361,0x6361
0xe362,-7326,Lo/a;->v7(Ljava/lang/String;)V,0x2481b0,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7362,0x6362 REQ_HOUSE_REWARD@a0/a->o2
0xe363,-7325,,,,,0x7363,0x6363
0xe366,-7322,Lo/a;->S7(Ljava/lang/String;)V,0x249998,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 003a:readByte(Ljava/lang/String;)B || 0046:readInt(Ljava/lang/String;)I || 006a:readInt(Ljava/lang/String;)I || 0070:readInt(Ljava/lang/String;)I || 007c:readByte(Ljava/lang/String;)B || 0088:readByte(Ljava/lang/String;)B || 0094:readByte(Ljava/lang/String;)B,0x7366,0x6366
0xe367,-7321,Lo/a;->R7(Ljava/lang/String;)V,0x249948,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7367,0x6367
0xe368,-7320,Lo/a;->z7(Ljava/lang/String;)V,0x2489ac,,000c:readShort(Ljava/lang/String;)S || 003e:readLong(Ljava/lang/String;)J || 0056:readByte(Ljava/lang/String;)B || 0066:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0076:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7368,0x6368
0xe400,-7168,Lv/a;->h(Ljava/lang/String;)V,0x465f48,,0006:readBoolean(Ljava/lang/String;)Z || 002a:readShort(Ljava/lang/String;)S || 0036:readShort(Ljava/lang/String;)S || 005c:readShort(Ljava/lang/String;)S || 006c:readShort(Ljava/lang/String;)S || 0092:readShort(Ljava/lang/String;)S || 009a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7400,0x6400
0xe401,-7167,LscriptPages/game/q0;->c(Ljava/lang/String;)V,0x3ea2ac,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7401,0x6401 di_确定解锁战法@scriptPages/game/q0->a2
0xe402,-7166,LscriptPages/game/q0;->g(Ljava/lang/String;)V,0x3ea5d0,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7402,0x6402 di_战斗状态无法配置@scriptPages/game/q0->a2
0xe403,-7165,LscriptPages/game/q0;->h(Ljava/lang/String;)V,0x3ea660,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7403,0x6403 战法经验不足，是否前往兑换？@scriptPages/game/q0->a2
0xe404,-7164,LscriptPages/game/q0;->e(Ljava/lang/String;)V,0x3ea398,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7404,0x6404 re_重置战法提示@scriptPages/game/q0->a2
0xe405,-7163,Lv/a;->i(Ljava/lang/String;)V,0x466020,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7405,0x6405 REQ_SHUAIFU_SET_SHUAI@v/a->d
0xe406,-7162,Lv/a;->e(Ljava/lang/String;)V,0x465e4c,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readLong(Ljava/lang/String;)J,0x7406,0x6406
0xe407,-7161,Lv/a;->f(Ljava/lang/String;)V,0x465e9c,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readLong(Ljava/lang/String;)J || 001e:readInt(Ljava/lang/String;)I,0x7407,0x6407 REQ_SHUAIFU_ADD_SP@v/a->b
0xe408,-7160,Lv/a;->g(Ljava/lang/String;)V,0x465ef8,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readLong(Ljava/lang/String;)J,0x7408,0x6408
0xe409,-7159,LscriptPages/game/q0;->d(Ljava/lang/String;)V,0x3ea33c,,0000:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readLong(Ljava/lang/String;)J || 001e:readInt(Ljava/lang/String;)I,0x7409,0x6409 REQ_SHUAIFU_ADD_EXP_MAX@scriptPages/game/q0->b
0xe40a,-7158,LscriptPages/game/q0;->f(Ljava/lang/String;)V,0x3ea3e8,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readShort(Ljava/lang/String;)S || 0042:readShort(Ljava/lang/String;)S || 0052:readShort(Ljava/lang/String;)S,0x740a,0x640a REQ_SHUAIFU_GAIN_ZHANFA_BOOKS@scriptPages/game/q0->S1
0xe40b,-7157,LscriptPages/game/q0;->i(Ljava/lang/String;)V,0x3ea6b0,,,0x740b,0x640b
0xe40e,-7154,LscriptPages/game/q0;->N1(Ljava/lang/String;)V,0x401de4,,000c:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readShort(Ljava/lang/String;)S || 002a:readShort(Ljava/lang/String;)S,0x740e,0x640e
0xe40f,-7153,LscriptPages/data/g;->B4(Ljava/lang/String;)V,0x288a80,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readLong(Ljava/lang/String;)J,0x740f,0x640f
0xe410,-7152,Lv/a;->O0(Ljava/lang/String;)V,0x472f8c,,000c:readByte(Ljava/lang/String;)B || 001e:readLong(Ljava/lang/String;)J || 0024:readLong(Ljava/lang/String;)J || 0032:readInt(Ljava/lang/String;)I || 0048:readInt(Ljava/lang/String;)I || 005e:readInt(Ljava/lang/String;)I,0x7410,0x6410
0xe411,-7151,Lv/a;->P0(Ljava/lang/String;)V,0x473010,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7411,0x6411 REQ_GGZJ_GO@v/a->u0
0xe412,-7150,Lv/a;->N0(Ljava/lang/String;)V,0x472f28,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002a:readInt(Ljava/lang/String;)I || 0036:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7412,0x6412 di_请求中@v/a->u0
0xe413,-7149,Lv/a;->M0(Ljava/lang/String;)V,0x472eec,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7413,0x6413 REQ_GGZJ_CANCLE@v/a->u0
0xe420,-7136,Lo/a;->x7(Ljava/lang/String;)V,0x2484fc,,000c:readByte(Ljava/lang/String;)B || 0024:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0038:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0070:readByte(Ljava/lang/String;)B || 0080:readByte(Ljava/lang/String;)B || 00a2:readByte(Ljava/lang/String;)B || 00b2:readShort(Ljava/lang/String;)S || 00c4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00d6:readByte(Ljava/lang/String;)B || 00e2:readByte(Ljava/lang/String;)B || 0100:readLong(Ljava/lang/String;)J || 0108:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0126:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0132:readShort(Ljava/lang/String;)S || 0154:readShort(Ljava/lang/String;)S || 0164:readInt(Ljava/lang/String;)I || 0176:readInt(Ljava/lang/String;)I || 018c:readByte(Ljava/lang/String;)B || 0198:readShort(Ljava/lang/String;)S || 01aa:readLong(Ljava/lang/String;)J || 01c2:readLong(Ljava/lang/String;)J || 01ce:readLong(Ljava/lang/String;)J || 01da:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01e6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01f2:readBoolean(Ljava/lang/String;)Z || 0202:readInt(Ljava/lang/String;)I || 0248:readInt(Ljava/lang/String;)I || 0262:readLong(Ljava/lang/String;)J || 026e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 027a:readLong(Ljava/lang/String;)J || 02a8:readLong(Ljava/lang/String;)J || 02b8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02c8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02d8:readLong(Ljava/lang/String;)J || 02ea:readByte(Ljava/lang/String;)B || 0320:readByte(Ljava/lang/String;)B || 0334:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0344:readShort(Ljava/lang/String;)S || 0354:readShort(Ljava/lang/String;)S || 037e:readInt(Ljava/lang/String;)I || 038a:readInt(Ljava/lang/String;)I || 0396:readInt(Ljava/lang/String;)I || 03ea:readLong(Ljava/lang/String;)J || 03f2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 03fa:readByte(Ljava/lang/String;)B || 0402:readShort(Ljava/lang/String;)S || 040a:readShort(Ljava/lang/String;)S || 0412:readByte(Ljava/lang/String;)B || 041a:readInt(Ljava/lang/String;)I || 0422:readBoolean(Ljava/lang/String;)Z || 0478:readLong(Ljava/lang/String;)J || 0484:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7420,0x6420
0xe421,-7135,Lo/a;->Q7(Ljava/lang/String;)V,0x2498a8,,000c:readShort(Ljava/lang/String;)S || 0022:readLong(Ljava/lang/String;)J || 002a:readByte(Ljava/lang/String;)B || 0032:readInt(Ljava/lang/String;)I || 003c:readBoolean(Ljava/lang/String;)Z,0x7421,0x6421 REQ_CAPTUREFLAG_UPDATEINFO@v/a->T0
0xe422,-7134,Lo/a;->A7(Ljava/lang/String;)V,0x248af4,,0018:readInt(Ljava/lang/String;)I || 003c:readLong(Ljava/lang/String;)J || 0042:readUTF(Ljava/lang/String;)Ljava/lang/String; || 004e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 005a:readByte(Ljava/lang/String;)B || 0072:readByte(Ljava/lang/String;)B || 007a:readShort(Ljava/lang/String;)S || 0146:readByte(Ljava/lang/String;)B || 015e:readByte(Ljava/lang/String;)B || 0166:readShort(Ljava/lang/String;)S || 01c2:readInt(Ljava/lang/String;)I || 01f2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01fe:readInt(Ljava/lang/String;)I,0x7422,0x6422
0xe423,-7133,Lo/a;->p7(Ljava/lang/String;)V,0x247de0,,000c:readLong(Ljava/lang/String;)J || 0024:readByte(Ljava/lang/String;)B || 0030:readLong(Ljava/lang/String;)J || 0036:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0042:readLong(Ljava/lang/String;)J || 0048:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0054:readLong(Ljava/lang/String;)J || 005a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0066:readInt(Ljava/lang/String;)I || 0086:readLong(Ljava/lang/String;)J || 0092:readInt(Ljava/lang/String;)I || 009e:readInt(Ljava/lang/String;)I,0x7423,0x6423
0xe424,-7132,Lo/a;->H7(Ljava/lang/String;)V,0x249430,,000c:readByte(Ljava/lang/String;)B || 001c:readInt(Ljava/lang/String;)I || 004c:readLong(Ljava/lang/String;)J || 0054:readUTF(Ljava/lang/String;)Ljava/lang/String; || 005c:readInt(Ljava/lang/String;)I || 0064:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0092:readInt(Ljava/lang/String;)I || 009e:readInt(Ljava/lang/String;)I || 00aa:readInt(Ljava/lang/String;)I || 00d6:readLong(Ljava/lang/String;)J || 00de:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00e6:readInt(Ljava/lang/String;)I || 00ee:readUTF(Ljava/lang/String;)Ljava/lang/String; || 011c:readInt(Ljava/lang/String;)I || 0128:readInt(Ljava/lang/String;)I || 0136:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7424,0x6424
0xe425,-7131,Lo/a;->s7(Ljava/lang/String;)V,0x247f2c,,000c:readByte(Ljava/lang/String;)B,0x7425,0x6425
0xe426,-7130,Lo/a;->r7(Ljava/lang/String;)V,0x247ee4,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0024:readByte(Ljava/lang/String;)B,0x7426,0x6426 di_提示驱逐中@v/a->Y0
0xe427,-7129,Lo/a;->M7(Ljava/lang/String;)V,0x249740,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7427,0x6427
0xe428,-7128,Lo/a;->J7(Ljava/lang/String;)V,0x249678,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7428,0x6428
0xe429,-7127,Lo/a;->j7(Ljava/lang/String;)V,0x24529c,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0018:readShort(Ljava/lang/String;)S || 0038:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0040:readUTF(Ljava/lang/String;)Ljava/lang/String; || 005e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 006a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0076:readShort(Ljava/lang/String;)S || 0094:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ba:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c6:readShort(Ljava/lang/String;)S || 00e4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ec:readUTF(Ljava/lang/String;)Ljava/lang/String; || 010a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0116:readShort(Ljava/lang/String;)S || 0134:readUTF(Ljava/lang/String;)Ljava/lang/String; || 013c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 015a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0166:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0172:readShort(Ljava/lang/String;)S || 019e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a6:readInt(Ljava/lang/String;)I || 01ae:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01b6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01e4:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7429,0x6429
0xe440,-7104,Lv/a;->R0(Ljava/lang/String;)V,0x473090,,0000:readShort(Ljava/lang/String;)S || 000c:readInt(Ljava/lang/String;)I || 0018:readInt(Ljava/lang/String;)I || 0024:readInt(Ljava/lang/String;)I || 0030:readInt(Ljava/lang/String;)I || 003c:readInt(Ljava/lang/String;)I || 0048:readByte(Ljava/lang/String;)B || 00b0:readByte(Ljava/lang/String;)B || 00c0:readInt(Ljava/lang/String;)I || 00d0:readByte(Ljava/lang/String;)B || 00e0:readLong(Ljava/lang/String;)J || 00f0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0100:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0110:readInt(Ljava/lang/String;)I || 0120:readInt(Ljava/lang/String;)I || 0130:readInt(Ljava/lang/String;)I || 0140:readByte(Ljava/lang/String;)B || 016c:readShort(Ljava/lang/String;)S || 0178:readShort(Ljava/lang/String;)S || 0184:readShort(Ljava/lang/String;)S || 01f6:readLong(Ljava/lang/String;)J || 0206:readByte(Ljava/lang/String;)B || 0216:readLong(Ljava/lang/String;)J || 0226:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0236:readBoolean(Ljava/lang/String;)Z || 0246:readByte(Ljava/lang/String;)B || 0256:readLong(Ljava/lang/String;)J || 0266:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0276:readLong(Ljava/lang/String;)J || 0286:readInt(Ljava/lang/String;)I || 0292:readByte(Ljava/lang/String;)B || 02b4:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7440,0x6440 reqLoadXunyouInfo@v/a->I0
0xe441,-7103,Lv/a;->S0(Ljava/lang/String;)V,0x4733b8,,0000:readInt(Ljava/lang/String;)I || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readLong(Ljava/lang/String;)J,0x7441,0x6441 reqStartXunyou@v/a->U0
0xe442,-7102,Lv/a;->Q0(Ljava/lang/String;)V,0x473054,,0000:readInt(Ljava/lang/String;)I || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7442,0x6442 reqJoinXunyou@v/a->U0
0xe443,-7101,Lv/a;->L0(Ljava/lang/String;)V,0x472e24,,0000:readInt(Ljava/lang/String;)I || 0026:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0050:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7443,0x6443 (unnamed)@v/a->j0
0xe444,-7100,LscriptPages/game/s0;->U(Ljava/lang/String;)V,0x410378,,0086:readShort(Ljava/lang/String;)S || 009e:readLong(Ljava/lang/String;)J || 00a6:readByte(Ljava/lang/String;)B || 00ae:readInt(Ljava/lang/String;)I || 00b6:readInt(Ljava/lang/String;)I || 00bc:readLong(Ljava/lang/String;)J || 00c4:readLong(Ljava/lang/String;)J || 00cc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00d4:readInt(Ljava/lang/String;)I || 00dc:readByte(Ljava/lang/String;)B || 00f2:readLong(Ljava/lang/String;)J,0x7444,0x6444 reqXunyouCity@scriptPages/game/s0->Z
0xe450,-7088,LscriptPages/game/q0;->O1(Ljava/lang/String;)V,0x401e34,,0012:readBoolean(Ljava/lang/String;)Z || 001e:readInt(Ljava/lang/String;)I || 0036:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0042:readUTF(Ljava/lang/String;)Ljava/lang/String; || 004e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 005a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0066:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0072:readUTF(Ljava/lang/String;)Ljava/lang/String; || 007e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 008a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0096:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009c:readLong(Ljava/lang/String;)J || 00a2:readLong(Ljava/lang/String;)J || 00b4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ce:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00dc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ec:readBoolean(Ljava/lang/String;)Z || 00f8:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7450,0x6450 REQ_VOTE_DATA@scriptPages/game/q0->r1
0xe451,-7087,LscriptPages/game/q0;->Q1(Ljava/lang/String;)V,0x401ff8,,000c:readInt(Ljava/lang/String;)I || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0024:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0032:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0040:readUTF(Ljava/lang/String;)Ljava/lang/String; || 004e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0060:readBoolean(Ljava/lang/String;)Z || 006c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7451,0x6451 di_联网数据请求@scriptPages/game/q0->R1
0xfff9,-7,,,,,0x8ff9,0x7ff9
0xfffa,-6,,,,,0x8ffa,0x7ffa
0xfffb,-5,,,,,0x8ffb,0x7ffb
0xfffc,-4,LscriptPages/data/g;->G0()B,0x2648b4,,,0x8ffc,0x7ffc
0xfffd,-3,LscriptPages/data/g;->G0()B,0x2648b4,,,0x8ffd,0x7ffd
0xfffe,-2,LscriptPages/data/g;->G0()B,0x2648b4,,,0x8ffe,0x7ffe
